vote_number,member_full,numerical_vote,
62,Mikulski (D-MD),2,
62,Moran (R-KS),2,
62,Murkowski (R-AK),2,
62,Murphy (D-CT),2,
62,Murray (D-WA),2,
62,Nelson (D-FL),2,
62,Paul (R-KY),2,
62,Portman (R-OH),2,
62,Pryor (D-AR),2,
62,Reed (D-RI),2,
62,Reid (D-NV),2,
62,Risch (R-ID),2,
62,Roberts (R-KS),2,
62,Rockefeller (D-WV),2,
62,Rubio (R-FL),2,
62,Sanders (I-VT),2,
62,Schatz (D-HI),2,
62,Schumer (D-NY),2,
62,Scott (R-SC),2,
62,Sessions (R-AL),2,
62,Shaheen (D-NH),2,
62,Shelby (R-AL),2,
62,Stabenow (D-MI),2,
62,Tester (D-MT),2,
62,Thune (R-SD),2,
62,Toomey (R-PA),2,
62,Udall (D-CO),2,
62,Udall (D-NM),2,
62,Vitter (R-LA),2,
62,Walsh (D-MT),2,
62,Warner (D-VA),2,
62,Warren (D-MA),2,
62,Whitehouse (D-RI),2,
62,Wicker (R-MS),2,
62,Wyden (D-OR),2,
77,Alexander (R-TN),2,
77,Ayotte (R-NH),2,
77,Baldwin (D-WI),2,
77,Barrasso (R-WY),2,
77,Begich (D-AK),2,
77,Bennet (D-CO),2,
77,Blumenthal (D-CT),2,
77,Blunt (R-MO),2,
77,Booker (D-NJ),2,
77,Boozman (R-AR),2,
77,Boxer (D-CA),2,
77,Brown (D-OH),2,
77,Burr (R-NC),2,
77,Cantwell (D-WA),2,
77,Cardin (D-MD),2,
77,Carper (D-DE),2,
77,Casey (D-PA),2,
77,Chambliss (R-GA),2,
77,Coats (R-IN),2,
77,Coburn (R-OK),1,
77,Cochran (R-MS),2,
77,Collins (R-ME),2,
77,Coons (D-DE),2,
77,Corker (R-TN),2,
77,Cornyn (R-TX),2,
77,Crapo (R-ID),2,
77,Cruz (R-TX),2,
77,Donnelly (D-IN),2,
77,Durbin (D-IL),2,
77,Enzi (R-WY),2,
77,Feinstein (D-CA),2,
77,Fischer (R-NE),2,
77,Flake (R-AZ),2,
77,Franken (D-MN),2,
77,Gillibrand (D-NY),2,
77,Graham (R-SC),2,
77,Grassley (R-IA),2,
77,Hagan (D-NC),2,
77,Harkin (D-IA),2,
77,Hatch (R-UT),2,
77,Heinrich (D-NM),2,
77,Heitkamp (D-ND),2,
77,Heller (R-NV),2,
77,Hirono (D-HI),2,
77,Hoeven (R-ND),2,
77,Inhofe (R-OK),0,
77,Isakson (R-GA),2,
77,Johanns (R-NE),2,
77,Johnson (D-SD),2,
77,Johnson (R-WI),2,
77,Kaine (D-VA),2,
77,King (I-ME),2,
77,Kirk (R-IL),2,
77,Klobuchar (D-MN),2,
77,Landrieu (D-LA),2,
77,Leahy (D-VT),2,
77,Lee (R-UT),1,
77,Levin (D-MI),2,
77,Manchin (D-WV),2,
77,Markey (D-MA),2,
77,McCain (R-AZ),2,
77,McCaskill (D-MO),2,
77,McConnell (R-KY),2,
77,Menendez (D-NJ),2,
77,Merkley (D-OR),2,
77,Mikulski (D-MD),2,
77,Moran (R-KS),0,
77,Murkowski (R-AK),2,
77,Murphy (D-CT),2,
77,Murray (D-WA),2,
77,Nelson (D-FL),2,
77,Paul (R-KY),2,
77,Portman (R-OH),2,
77,Pryor (D-AR),2,
77,Reed (D-RI),2,
77,Reid (D-NV),2,
77,Risch (R-ID),2,
77,Roberts (R-KS),2,
77,Rockefeller (D-WV),2,
77,Rubio (R-FL),2,
77,Sanders (I-VT),2,
77,Schatz (D-HI),2,
77,Schumer (D-NY),2,
77,Scott (R-SC),2,
77,Sessions (R-AL),2,
77,Shaheen (D-NH),2,
77,Shelby (R-AL),2,
77,Stabenow (D-MI),2,
77,Tester (D-MT),2,
77,Thune (R-SD),2,
77,Toomey (R-PA),2,
77,Udall (D-CO),2,
77,Udall (D-NM),2,
77,Vitter (R-LA),2,
77,Walsh (D-MT),2,
77,Warner (D-VA),2,
77,Warren (D-MA),2,
77,Whitehouse (D-RI),2,
77,Wicker (R-MS),2,
77,Wyden (D-OR),2,
44,Alexander (R-TN),2,
44,Ayotte (R-NH),1,
44,Baldwin (D-WI),2,
44,Barrasso (R-WY),2,
44,Baucus (D-MT),2,
44,Begich (D-AK),2,
44,Bennet (D-CO),2,
44,Blumenthal (D-CT),2,
44,Blunt (R-MO),2,
44,Boozman (R-AR),2,
44,Boxer (D-CA),2,
44,Brown (D-OH),2,
44,Burr (R-NC),1,
44,Cantwell (D-WA),2,
44,Cardin (D-MD),2,
44,Carper (D-DE),2,
44,Casey (D-PA),2,
44,Chambliss (R-GA),2,
44,Coats (R-IN),2,
44,Coburn (R-OK),1,
44,Cochran (R-MS),2,
44,Collins (R-ME),2,
44,Coons (D-DE),2,
44,Corker (R-TN),2,
44,Cornyn (R-TX),2,
44,Cowan (D-MA),2,
44,Crapo (R-ID),1,
44,Cruz (R-TX),1,
44,Donnelly (D-IN),2,
44,Durbin (D-IL),2,
44,Enzi (R-WY),1,
44,Feinstein (D-CA),2,
44,Fischer (R-NE),1,
44,Flake (R-AZ),1,
44,Franken (D-MN),2,
44,Gillibrand (D-NY),2,
44,Graham (R-SC),1,
44,Grassley (R-IA),1,
44,Hagan (D-NC),2,
44,Harkin (D-IA),2,
44,Hatch (R-UT),2,
44,Heinrich (D-NM),2,
44,Heitkamp (D-ND),2,
44,Heller (R-NV),1,
44,Hirono (D-HI),2,
44,Hoeven (R-ND),2,
44,Inhofe (R-OK),1,
44,Isakson (R-GA),2,
44,Johanns (R-NE),2,
44,Johnson (D-SD),2,
44,Johnson (R-WI),1,
44,Kaine (D-VA),2,
44,King (I-ME),2,
44,Kirk (R-IL),1,
44,Klobuchar (D-MN),2,
44,Landrieu (D-LA),2,
44,Lautenberg (D-NJ),0,
44,Leahy (D-VT),2,
44,Lee (R-UT),1,
44,Levin (D-MI),2,
44,Manchin (D-WV),2,
44,McCain (R-AZ),1,
44,McCaskill (D-MO),2,
44,McConnell (R-KY),2,
44,Menendez (D-NJ),2,
44,Merkley (D-OR),2,
44,Mikulski (D-MD),2,
44,Moran (R-KS),1,
44,Murkowski (R-AK),2,
44,Murphy (D-CT),2,
44,Murray (D-WA),2,
44,Nelson (D-FL),2,
44,Paul (R-KY),1,
44,Portman (R-OH),1,
44,Pryor (D-AR),2,
44,Reed (D-RI),2,
44,Reid (D-NV),2,
44,Risch (R-ID),1,
44,Roberts (R-KS),1,
44,Rockefeller (D-WV),2,
44,Rubio (R-FL),1,
44,Sanders (I-VT),2,
44,Schatz (D-HI),2,
44,Schumer (D-NY),2,
44,Scott (R-SC),1,
44,Sessions (R-AL),2,
44,Shaheen (D-NH),2,
44,Shelby (R-AL),2,
44,Stabenow (D-MI),2,
44,Tester (D-MT),1,
44,Thune (R-SD),2,
44,Toomey (R-PA),1,
44,Udall (D-CO),2,
44,Udall (D-NM),2,
44,Vitter (R-LA),1,
44,Warner (D-VA),2,
44,Warren (D-MA),2,
44,Whitehouse (D-RI),2,
44,Wicker (R-MS),2,
44,Wyden (D-OR),2,
214,Alexander (R-TN),2,
214,Ayotte (R-NH),2,
214,Baldwin (D-WI),2,
214,Barrasso (R-WY),2,
214,Begich (D-AK),2,
214,Bennet (D-CO),2,
214,Blumenthal (D-CT),2,
214,Blunt (R-MO),2,
214,Booker (D-NJ),2,
214,Boozman (R-AR),2,
214,Boxer (D-CA),2,
214,Brown (D-OH),2,
214,Burr (R-NC),2,
214,Cantwell (D-WA),2,
214,Cardin (D-MD),2,
214,Carper (D-DE),2,
214,Casey (D-PA),2,
214,Chambliss (R-GA),2,
214,Coats (R-IN),2,
214,Coburn (R-OK),1,
214,Cochran (R-MS),0,
214,Collins (R-ME),2,
214,Coons (D-DE),2,
214,Corker (R-TN),2,
214,Cornyn (R-TX),2,
214,Crapo (R-ID),2,
214,Cruz (R-TX),2,
214,Donnelly (D-IN),2,
214,Durbin (D-IL),2,
214,Enzi (R-WY),2,
214,Feinstein (D-CA),2,
214,Fischer (R-NE),2,
214,Flake (R-AZ),2,
214,Franken (D-MN),2,
214,Gillibrand (D-NY),2,
214,Graham (R-SC),2,
214,Grassley (R-IA),2,
214,Hagan (D-NC),2,
214,Harkin (D-IA),2,
214,Hatch (R-UT),2,
214,Heinrich (D-NM),2,
214,Heitkamp (D-ND),2,
214,Heller (R-NV),2,
214,Hirono (D-HI),2,
214,Hoeven (R-ND),2,
214,Inhofe (R-OK),2,
214,Isakson (R-GA),2,
214,Johanns (R-NE),0,
214,Johnson (D-SD),2,
214,Johnson (R-WI),1,
214,Kaine (D-VA),2,
214,King (I-ME),2,
214,Kirk (R-IL),2,
214,Klobuchar (D-MN),2,
214,Landrieu (D-LA),2,
214,Leahy (D-VT),2,
214,Lee (R-UT),1,
214,Levin (D-MI),2,
214,Manchin (D-WV),2,
214,Markey (D-MA),2,
214,McCain (R-AZ),2,
214,McCaskill (D-MO),2,
214,McConnell (R-KY),2,
214,Menendez (D-NJ),2,
214,Merkley (D-OR),2,
214,Mikulski (D-MD),2,
214,Moran (R-KS),2,
214,Murkowski (R-AK),2,
214,Murphy (D-CT),2,
214,Murray (D-WA),2,
214,Nelson (D-FL),2,
214,Paul (R-KY),2,
214,Portman (R-OH),2,
214,Pryor (D-AR),2,
214,Reed (D-RI),2,
214,Reid (D-NV),2,
214,Risch (R-ID),2,
214,Roberts (R-KS),2,
214,Rockefeller (D-WV),2,
214,Rubio (R-FL),2,
214,Sanders (I-VT),2,
214,Schatz (D-HI),2,
214,Schumer (D-NY),2,
214,Scott (R-SC),2,
214,Sessions (R-AL),2,
214,Shaheen (D-NH),2,
214,Shelby (R-AL),2,
214,Stabenow (D-MI),2,
214,Tester (D-MT),2,
214,Thune (R-SD),2,
214,Toomey (R-PA),2,
214,Udall (D-CO),2,
214,Udall (D-NM),2,
214,Vitter (R-LA),2,
214,Walsh (D-MT),2,
214,Warner (D-VA),2,
214,Warren (D-MA),2,
214,Whitehouse (D-RI),2,
214,Wicker (R-MS),2,
214,Wyden (D-OR),2,
364,Alexander (R-TN),2,
364,Ayotte (R-NH),2,
364,Baldwin (D-WI),2,
364,Barrasso (R-WY),2,
364,Begich (D-AK),2,
364,Bennet (D-CO),1,
364,Blumenthal (D-CT),2,
364,Blunt (R-MO),2,
364,Booker (D-NJ),2,
364,Boozman (R-AR),2,
364,Boxer (D-CA),0,
364,Brown (D-OH),1,
364,Burr (R-NC),2,
364,Cantwell (D-WA),2,
364,Cardin (D-MD),2,
364,Carper (D-DE),2,
364,Casey (D-PA),2,
364,Chambliss (R-GA),0,
364,Coats (R-IN),1,
364,Coburn (R-OK),1,
364,Cochran (R-MS),0,
364,Collins (R-ME),2,
364,Coons (D-DE),2,
364,Corker (R-TN),2,
364,Cornyn (R-TX),2,
364,Crapo (R-ID),1,
364,Cruz (R-TX),2,
364,Donnelly (D-IN),2,
364,Durbin (D-IL),2,
364,Enzi (R-WY),2,
364,Feinstein (D-CA),2,
364,Fischer (R-NE),2,
364,Flake (R-AZ),1,
364,Franken (D-MN),2,
364,Gillibrand (D-NY),2,
364,Graham (R-SC),2,
364,Grassley (R-IA),2,
364,Hagan (D-NC),2,
364,Harkin (D-IA),2,
364,Hatch (R-UT),2,
364,Heinrich (D-NM),2,
364,Heitkamp (D-ND),2,
364,Heller (R-NV),2,
364,Hirono (D-HI),2,
364,Hoeven (R-ND),2,
364,Inhofe (R-OK),2,
364,Isakson (R-GA),2,
364,Johanns (R-NE),0,
364,Johnson (D-SD),2,
364,Johnson (R-WI),2,
364,Kaine (D-VA),2,
364,King (I-ME),2,
364,Kirk (R-IL),0,
364,Klobuchar (D-MN),2,
364,Landrieu (D-LA),2,
364,Leahy (D-VT),1,
364,Lee (R-UT),0,
364,Levin (D-MI),2,
364,Manchin (D-WV),1,
364,Markey (D-MA),2,
364,McCain (R-AZ),2,
364,McCaskill (D-MO),2,
364,McConnell (R-KY),2,
364,Menendez (D-NJ),2,
364,Merkley (D-OR),1,
364,Mikulski (D-MD),2,
364,Moran (R-KS),2,
364,Murkowski (R-AK),2,
364,Murphy (D-CT),2,
364,Murray (D-WA),2,
364,Nelson (D-FL),2,
364,Paul (R-KY),2,
364,Portman (R-OH),1,
364,Pryor (D-AR),2,
364,Reed (D-RI),2,
364,Reid (D-NV),2,
364,Risch (R-ID),1,
364,Roberts (R-KS),2,
364,Rockefeller (D-WV),2,
364,Rubio (R-FL),2,
364,Sanders (I-VT),0,
364,Schatz (D-HI),2,
364,Schumer (D-NY),2,
364,Scott (R-SC),1,
364,Sessions (R-AL),0,
364,Shaheen (D-NH),2,
364,Shelby (R-AL),2,
364,Stabenow (D-MI),2,
364,Tester (D-MT),2,
364,Thune (R-SD),2,
364,Toomey (R-PA),1,
364,Udall (D-CO),2,
364,Udall (D-NM),2,
364,Vitter (R-LA),2,
364,Walsh (D-MT),2,
364,Warner (D-VA),2,
364,Warren (D-MA),1,
364,Whitehouse (D-RI),1,
364,Wicker (R-MS),2,
364,Wyden (D-OR),1,
203,Alexander (R-TN),2,
203,Ayotte (R-NH),2,
203,Baldwin (D-WI),2,
203,Barrasso (R-WY),2,
203,Baucus (D-MT),2,
203,Begich (D-AK),2,
203,Bennet (D-CO),2,
203,Blumenthal (D-CT),2,
203,Blunt (R-MO),2,
203,Boozman (R-AR),2,
203,Boxer (D-CA),2,
203,Brown (D-OH),2,
203,Burr (R-NC),2,
203,Cantwell (D-WA),2,
203,Cardin (D-MD),2,
203,Carper (D-DE),2,
203,Casey (D-PA),2,
203,Chambliss (R-GA),2,
203,Chiesa (R-NJ),2,
203,Coats (R-IN),2,
203,Coburn (R-OK),2,
203,Cochran (R-MS),2,
203,Collins (R-ME),2,
203,Coons (D-DE),2,
203,Corker (R-TN),2,
203,Cornyn (R-TX),2,
203,Crapo (R-ID),2,
203,Cruz (R-TX),1,
203,Donnelly (D-IN),2,
203,Durbin (D-IL),2,
203,Enzi (R-WY),2,
203,Feinstein (D-CA),2,
203,Fischer (R-NE),2,
203,Flake (R-AZ),2,
203,Franken (D-MN),2,
203,Gillibrand (D-NY),2,
203,Graham (R-SC),2,
203,Grassley (R-IA),2,
203,Hagan (D-NC),2,
203,Harkin (D-IA),2,
203,Hatch (R-UT),2,
203,Heinrich (D-NM),2,
203,Heitkamp (D-ND),2,
203,Heller (R-NV),2,
203,Hirono (D-HI),2,
203,Hoeven (R-ND),2,
203,Inhofe (R-OK),2,
203,Isakson (R-GA),2,
203,Johanns (R-NE),2,
203,Johnson (D-SD),2,
203,Johnson (R-WI),2,
203,Kaine (D-VA),2,
203,King (I-ME),2,
203,Kirk (R-IL),2,
203,Klobuchar (D-MN),2,
203,Landrieu (D-LA),2,
203,Leahy (D-VT),2,
203,Lee (R-UT),2,
203,Levin (D-MI),2,
203,Manchin (D-WV),2,
203,Markey (D-MA),2,
203,McCain (R-AZ),2,
203,McCaskill (D-MO),2,
203,McConnell (R-KY),2,
203,Menendez (D-NJ),2,
203,Merkley (D-OR),2,
203,Mikulski (D-MD),2,
203,Moran (R-KS),2,
203,Murkowski (R-AK),2,
203,Murphy (D-CT),2,
203,Murray (D-WA),2,
203,Nelson (D-FL),2,
203,Paul (R-KY),2,
203,Portman (R-OH),2,
203,Pryor (D-AR),2,
203,Reed (D-RI),2,
203,Reid (D-NV),2,
203,Risch (R-ID),2,
203,Roberts (R-KS),2,
203,Rockefeller (D-WV),2,
203,Rubio (R-FL),0,
203,Sanders (I-VT),2,
203,Schatz (D-HI),2,
203,Schumer (D-NY),2,
203,Scott (R-SC),2,
203,Sessions (R-AL),1,
203,Shaheen (D-NH),2,
203,Shelby (R-AL),2,
203,Stabenow (D-MI),2,
203,Tester (D-MT),2,
203,Thune (R-SD),2,
203,Toomey (R-PA),2,
203,Udall (D-CO),2,
203,Udall (D-NM),2,
203,Vitter (R-LA),2,
203,Warner (D-VA),2,
203,Warren (D-MA),2,
203,Whitehouse (D-RI),2,
203,Wicker (R-MS),2,
203,Wyden (D-OR),2,
248,Alexander (R-TN),0,
248,Ayotte (R-NH),2,
248,Baldwin (D-WI),2,
248,Barrasso (R-WY),2,
248,Begich (D-AK),2,
248,Bennet (D-CO),2,
248,Blumenthal (D-CT),2,
248,Blunt (R-MO),2,
248,Booker (D-NJ),2,
248,Boozman (R-AR),2,
248,Boxer (D-CA),2,
248,Brown (D-OH),2,
248,Burr (R-NC),1,
248,Cantwell (D-WA),2,
248,Cardin (D-MD),2,
248,Carper (D-DE),2,
248,Casey (D-PA),2,
248,Chambliss (R-GA),2,
248,Coats (R-IN),2,
248,Coburn (R-OK),1,
248,Cochran (R-MS),2,
248,Collins (R-ME),2,
248,Coons (D-DE),2,
248,Corker (R-TN),2,
248,Cornyn (R-TX),1,
248,Crapo (R-ID),1,
248,Cruz (R-TX),1,
248,Donnelly (D-IN),2,
248,Durbin (D-IL),2,
248,Enzi (R-WY),2,
248,Feinstein (D-CA),2,
248,Fischer (R-NE),2,
248,Flake (R-AZ),1,
248,Franken (D-MN),2,
248,Gillibrand (D-NY),2,
248,Graham (R-SC),2,
248,Grassley (R-IA),2,
248,Hagan (D-NC),2,
248,Harkin (D-IA),2,
248,Hatch (R-UT),1,
248,Heinrich (D-NM),2,
248,Heitkamp (D-ND),2,
248,Heller (R-NV),2,
248,Hirono (D-HI),2,
248,Hoeven (R-ND),2,
248,Inhofe (R-OK),2,
248,Isakson (R-GA),2,
248,Johanns (R-NE),2,
248,Johnson (D-SD),2,
248,Johnson (R-WI),1,
248,Kaine (D-VA),2,
248,King (I-ME),2,
248,Kirk (R-IL),2,
248,Klobuchar (D-MN),2,
248,Landrieu (D-LA),2,
248,Leahy (D-VT),2,
248,Lee (R-UT),1,
248,Levin (D-MI),2,
248,Manchin (D-WV),2,
248,Markey (D-MA),2,
248,McCain (R-AZ),1,
248,McCaskill (D-MO),2,
248,McConnell (R-KY),2,
248,Menendez (D-NJ),2,
248,Merkley (D-OR),2,
248,Mikulski (D-MD),2,
248,Moran (R-KS),2,
248,Murkowski (R-AK),2,
248,Murphy (D-CT),2,
248,Murray (D-WA),2,
248,Nelson (D-FL),2,
248,Paul (R-KY),1,
248,Portman (R-OH),1,
248,Pryor (D-AR),2,
248,Reed (D-RI),2,
248,Reid (D-NV),2,
248,Risch (R-ID),1,
248,Roberts (R-KS),0,
248,Rockefeller (D-WV),2,
248,Rubio (R-FL),1,
248,Sanders (I-VT),2,
248,Schatz (D-HI),0,
248,Schumer (D-NY),2,
248,Scott (R-SC),1,
248,Sessions (R-AL),1,
248,Shaheen (D-NH),2,
248,Shelby (R-AL),1,
248,Stabenow (D-MI),2,
248,Tester (D-MT),2,
248,Thune (R-SD),2,
248,Toomey (R-PA),1,
248,Udall (D-CO),2,
248,Udall (D-NM),2,
248,Vitter (R-LA),2,
248,Walsh (D-MT),2,
248,Warner (D-VA),2,
248,Warren (D-MA),2,
248,Whitehouse (D-RI),2,
248,Wicker (R-MS),2,
248,Wyden (D-OR),2,
93,Alexander (R-TN),1,
93,Ayotte (R-NH),2,
93,Baldwin (D-WI),1,
93,Barrasso (R-WY),1,
93,Begich (D-AK),2,
93,Bennet (D-CO),2,
93,Blumenthal (D-CT),2,
93,Blunt (R-MO),2,
93,Booker (D-NJ),2,
93,Boozman (R-AR),1,
93,Boxer (D-CA),2,
93,Brown (D-OH),2,
93,Burr (R-NC),2,
93,Cantwell (D-WA),2,
93,Cardin (D-MD),2,
93,Carper (D-DE),1,
93,Casey (D-PA),2,
93,Chambliss (R-GA),2,
93,Coats (R-IN),1,
93,Coburn (R-OK),1,
93,Cochran (R-MS),2,
93,Collins (R-ME),2,
93,Coons (D-DE),2,
93,Corker (R-TN),1,
93,Cornyn (R-TX),2,
93,Crapo (R-ID),1,
93,Cruz (R-TX),1,
93,Donnelly (D-IN),2,
93,Durbin (D-IL),2,
93,Enzi (R-WY),1,
93,Feinstein (D-CA),2,
93,Fischer (R-NE),1,
93,Flake (R-AZ),1,
93,Franken (D-MN),1,
93,Gillibrand (D-NY),2,
93,Graham (R-SC),1,
93,Grassley (R-IA),1,
93,Hagan (D-NC),2,
93,Harkin (D-IA),2,
93,Hatch (R-UT),2,
93,Heinrich (D-NM),2,
93,Heitkamp (D-ND),0,
93,Heller (R-NV),2,
93,Hirono (D-HI),2,
93,Hoeven (R-ND),2,
93,Inhofe (R-OK),1,
93,Isakson (R-GA),2,
93,Johanns (R-NE),1,
93,Johnson (D-SD),2,
93,Johnson (R-WI),1,
93,Kaine (D-VA),2,
93,King (I-ME),2,
93,Kirk (R-IL),2,
93,Klobuchar (D-MN),1,
93,Landrieu (D-LA),2,
93,Leahy (D-VT),2,
93,Lee (R-UT),1,
93,Levin (D-MI),2,
93,Manchin (D-WV),2,
93,Markey (D-MA),2,
93,McCain (R-AZ),1,
93,McCaskill (D-MO),2,
93,McConnell (R-KY),2,
93,Menendez (D-NJ),2,
93,Merkley (D-OR),2,
93,Mikulski (D-MD),2,
93,Moran (R-KS),1,
93,Murkowski (R-AK),2,
93,Murphy (D-CT),2,
93,Murray (D-WA),2,
93,Nelson (D-FL),2,
93,Paul (R-KY),1,
93,Portman (R-OH),1,
93,Pryor (D-AR),2,
93,Reed (D-RI),2,
93,Reid (D-NV),2,
93,Risch (R-ID),1,
93,Roberts (R-KS),1,
93,Rockefeller (D-WV),2,
93,Rubio (R-FL),1,
93,Sanders (I-VT),2,
93,Schatz (D-HI),2,
93,Schumer (D-NY),2,
93,Scott (R-SC),1,
93,Sessions (R-AL),1,
93,Shaheen (D-NH),2,
93,Shelby (R-AL),1,
93,Stabenow (D-MI),2,
93,Tester (D-MT),2,
93,Thune (R-SD),1,
93,Toomey (R-PA),1,
93,Udall (D-CO),2,
93,Udall (D-NM),2,
93,Vitter (R-LA),2,
93,Walsh (D-MT),2,
93,Warner (D-VA),1,
93,Warren (D-MA),2,
93,Whitehouse (D-RI),2,
93,Wicker (R-MS),2,
93,Wyden (D-OR),1,
101,Alexander (R-TN),1,
101,Ayotte (R-NH),2,
101,Baldwin (D-WI),2,
101,Barrasso (R-WY),1,
101,Begich (D-AK),2,
101,Bennet (D-CO),2,
101,Blumenthal (D-CT),2,
101,Blunt (R-MO),1,
101,Booker (D-NJ),2,
101,Boozman (R-AR),1,
101,Boxer (D-CA),2,
101,Brown (D-OH),2,
101,Burr (R-NC),1,
101,Cantwell (D-WA),2,
101,Cardin (D-MD),2,
101,Carper (D-DE),2,
101,Casey (D-PA),2,
101,Chambliss (R-GA),1,
101,Coats (R-IN),1,
101,Coburn (R-OK),0,
101,Cochran (R-MS),1,
101,Collins (R-ME),2,
101,Coons (D-DE),2,
101,Corker (R-TN),1,
101,Cornyn (R-TX),1,
101,Crapo (R-ID),1,
101,Cruz (R-TX),1,
101,Donnelly (D-IN),2,
101,Durbin (D-IL),2,
101,Enzi (R-WY),1,
101,Feinstein (D-CA),2,
101,Fischer (R-NE),1,
101,Flake (R-AZ),1,
101,Franken (D-MN),2,
101,Gillibrand (D-NY),2,
101,Graham (R-SC),1,
101,Grassley (R-IA),1,
101,Hagan (D-NC),2,
101,Harkin (D-IA),2,
101,Hatch (R-UT),1,
101,Heinrich (D-NM),2,
101,Heitkamp (D-ND),2,
101,Heller (R-NV),2,
101,Hirono (D-HI),2,
101,Hoeven (R-ND),1,
101,Inhofe (R-OK),1,
101,Isakson (R-GA),1,
101,Johanns (R-NE),1,
101,Johnson (D-SD),2,
101,Johnson (R-WI),1,
101,Kaine (D-VA),2,
101,King (I-ME),2,
101,Kirk (R-IL),2,
101,Klobuchar (D-MN),2,
101,Landrieu (D-LA),0,
101,Leahy (D-VT),2,
101,Lee (R-UT),1,
101,Levin (D-MI),2,
101,Manchin (D-WV),2,
101,Markey (D-MA),2,
101,McCain (R-AZ),1,
101,McCaskill (D-MO),0,
101,McConnell (R-KY),1,
101,Menendez (D-NJ),2,
101,Merkley (D-OR),2,
101,Mikulski (D-MD),2,
101,Moran (R-KS),1,
101,Murkowski (R-AK),2,
101,Murphy (D-CT),2,
101,Murray (D-WA),2,
101,Nelson (D-FL),2,
101,Paul (R-KY),1,
101,Portman (R-OH),2,
101,Pryor (D-AR),2,
101,Reed (D-RI),2,
101,Reid (D-NV),2,
101,Risch (R-ID),1,
101,Roberts (R-KS),1,
101,Rockefeller (D-WV),2,
101,Rubio (R-FL),1,
101,Sanders (I-VT),2,
101,Schatz (D-HI),2,
101,Schumer (D-NY),2,
101,Scott (R-SC),1,
101,Sessions (R-AL),1,
101,Shaheen (D-NH),2,
101,Shelby (R-AL),1,
101,Stabenow (D-MI),2,
101,Tester (D-MT),2,
101,Thune (R-SD),1,
101,Toomey (R-PA),1,
101,Udall (D-CO),2,
101,Udall (D-NM),2,
101,Vitter (R-LA),1,
101,Walsh (D-MT),2,
101,Warner (D-VA),2,
101,Warren (D-MA),2,
101,Whitehouse (D-RI),2,
101,Wicker (R-MS),1,
101,Wyden (D-OR),2,
78,Alexander (R-TN),1,
78,Ayotte (R-NH),2,
78,Baldwin (D-WI),2,
78,Barrasso (R-WY),1,
78,Begich (D-AK),2,
78,Bennet (D-CO),2,
78,Blumenthal (D-CT),2,
78,Blunt (R-MO),2,
78,Booker (D-NJ),2,
78,Boozman (R-AR),1,
78,Boxer (D-CA),0,
78,Brown (D-OH),2,
78,Burr (R-NC),2,
78,Cantwell (D-WA),2,
78,Cardin (D-MD),2,
78,Carper (D-DE),1,
78,Casey (D-PA),2,
78,Chambliss (R-GA),2,
78,Coats (R-IN),2,
78,Coburn (R-OK),1,
78,Cochran (R-MS),2,
78,Collins (R-ME),2,
78,Coons (D-DE),2,
78,Corker (R-TN),1,
78,Cornyn (R-TX),1,
78,Crapo (R-ID),1,
78,Cruz (R-TX),2,
78,Donnelly (D-IN),2,
78,Durbin (D-IL),2,
78,Enzi (R-WY),1,
78,Feinstein (D-CA),2,
78,Fischer (R-NE),1,
78,Flake (R-AZ),1,
78,Franken (D-MN),2,
78,Gillibrand (D-NY),2,
78,Graham (R-SC),2,
78,Grassley (R-IA),2,
78,Hagan (D-NC),2,
78,Harkin (D-IA),2,
78,Hatch (R-UT),1,
78,Heinrich (D-NM),2,
78,Heitkamp (D-ND),2,
78,Heller (R-NV),0,
78,Hirono (D-HI),2,
78,Hoeven (R-ND),2,
78,Inhofe (R-OK),0,
78,Isakson (R-GA),2,
78,Johanns (R-NE),1,
78,Johnson (D-SD),1,
78,Johnson (R-WI),1,
78,Kaine (D-VA),2,
78,King (I-ME),2,
78,Kirk (R-IL),2,
78,Klobuchar (D-MN),2,
78,Landrieu (D-LA),2,
78,Leahy (D-VT),2,
78,Lee (R-UT),1,
78,Levin (D-MI),2,
78,Manchin (D-WV),2,
78,Markey (D-MA),2,
78,McCain (R-AZ),1,
78,McCaskill (D-MO),0,
78,McConnell (R-KY),1,
78,Menendez (D-NJ),2,
78,Merkley (D-OR),2,
78,Mikulski (D-MD),2,
78,Moran (R-KS),0,
78,Murkowski (R-AK),2,
78,Murphy (D-CT),2,
78,Murray (D-WA),2,
78,Nelson (D-FL),2,
78,Paul (R-KY),0,
78,Portman (R-OH),2,
78,Pryor (D-AR),2,
78,Reed (D-RI),2,
78,Reid (D-NV),2,
78,Risch (R-ID),1,
78,Roberts (R-KS),1,
78,Rockefeller (D-WV),2,
78,Rubio (R-FL),2,
78,Sanders (I-VT),2,
78,Schatz (D-HI),2,
78,Schumer (D-NY),2,
78,Scott (R-SC),2,
78,Sessions (R-AL),2,
78,Shaheen (D-NH),2,
78,Shelby (R-AL),1,
78,Stabenow (D-MI),2,
78,Tester (D-MT),2,
78,Thune (R-SD),1,
78,Toomey (R-PA),2,
78,Udall (D-CO),2,
78,Udall (D-NM),2,
78,Vitter (R-LA),2,
78,Walsh (D-MT),2,
78,Warner (D-VA),2,
78,Warren (D-MA),2,
78,Whitehouse (D-RI),2,
