session,vote_number,vote_question_text,member_full,vote_cast,vote_id,numerical_vote
1,145,On Passage of the Bill S. 954,Franken (D-MN),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Gillibrand (D-NY),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Graham (R-SC),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Grassley (R-IA),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Hagan (D-NC),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Harkin (D-IA),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Hatch (R-UT),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Heinrich (D-NM),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Heitkamp (D-ND),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Heller (R-NV),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Hirono (D-HI),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Hoeven (R-ND),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Inhofe (R-OK),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Isakson (R-GA),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Johanns (R-NE),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Johnson (D-SD),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Johnson (R-WI),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Kaine (D-VA),Yea,1:145,2
1,145,On Passage of the Bill S. 954,King (I-ME),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Kirk (R-IL),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Klobuchar (D-MN),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Landrieu (D-LA),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Leahy (D-VT),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Lee (R-UT),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Levin (D-MI),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Manchin (D-WV),Not Voting,1:145,0
1,145,On Passage of the Bill S. 954,McCain (R-AZ),Not Voting,1:145,0
1,145,On Passage of the Bill S. 954,McCaskill (D-MO),Yea,1:145,2
1,145,On Passage of the Bill S. 954,McConnell (R-KY),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Menendez (D-NJ),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Merkley (D-OR),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Mikulski (D-MD),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Moran (R-KS),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Murkowski (R-AK),Not Voting,1:145,0
1,145,On Passage of the Bill S. 954,Murphy (D-CT),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Murray (D-WA),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Nelson (D-FL),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Paul (R-KY),Not Voting,1:145,0
1,145,On Passage of the Bill S. 954,Portman (R-OH),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Pryor (D-AR),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Reed (D-RI),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Reid (D-NV),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Risch (R-ID),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Roberts (R-KS),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Rockefeller (D-WV),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Rubio (R-FL),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Sanders (I-VT),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Schatz (D-HI),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Schumer (D-NY),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Scott (R-SC),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Sessions (R-AL),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Shaheen (D-NH),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Shelby (R-AL),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Stabenow (D-MI),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Tester (D-MT),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Thune (R-SD),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Toomey (R-PA),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Udall (D-CO),Not Voting,1:145,0
1,145,On Passage of the Bill S. 954,Udall (D-NM),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Vitter (R-LA),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Warner (D-VA),Not Voting,1:145,0
1,145,On Passage of the Bill S. 954,Warren (D-MA),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Whitehouse (D-RI),Nay,1:145,1
1,145,On Passage of the Bill S. 954,Wicker (R-MS),Yea,1:145,2
1,145,On Passage of the Bill S. 954,Wyden (D-OR),Yea,1:145,2
1,232,On Passage of the Bill S. 815,Alexander (R-TN),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Ayotte (R-NH),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Baldwin (D-WI),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Barrasso (R-WY),Not Voting,1:232,0
1,232,On Passage of the Bill S. 815,Baucus (D-MT),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Begich (D-AK),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Bennet (D-CO),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Blumenthal (D-CT),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Blunt (R-MO),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Booker (D-NJ),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Boozman (R-AR),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Boxer (D-CA),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Brown (D-OH),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Burr (R-NC),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Cantwell (D-WA),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Cardin (D-MD),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Carper (D-DE),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Casey (D-PA),Not Voting,1:232,0
1,232,On Passage of the Bill S. 815,Chambliss (R-GA),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Coats (R-IN),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Coburn (R-OK),Not Voting,1:232,0
1,232,On Passage of the Bill S. 815,Cochran (R-MS),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Collins (R-ME),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Coons (D-DE),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Corker (R-TN),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Cornyn (R-TX),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Crapo (R-ID),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Cruz (R-TX),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Donnelly (D-IN),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Durbin (D-IL),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Enzi (R-WY),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Feinstein (D-CA),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Fischer (R-NE),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Flake (R-AZ),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Franken (D-MN),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Gillibrand (D-NY),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Graham (R-SC),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Grassley (R-IA),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Hagan (D-NC),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Harkin (D-IA),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Hatch (R-UT),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Heinrich (D-NM),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Heitkamp (D-ND),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Heller (R-NV),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Hirono (D-HI),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Hoeven (R-ND),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Inhofe (R-OK),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Isakson (R-GA),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Johanns (R-NE),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Johnson (D-SD),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Johnson (R-WI),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Kaine (D-VA),Yea,1:232,2
1,232,On Passage of the Bill S. 815,King (I-ME),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Kirk (R-IL),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Klobuchar (D-MN),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Landrieu (D-LA),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Leahy (D-VT),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Lee (R-UT),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Levin (D-MI),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Manchin (D-WV),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Markey (D-MA),Yea,1:232,2
1,232,On Passage of the Bill S. 815,McCain (R-AZ),Yea,1:232,2
1,232,On Passage of the Bill S. 815,McCaskill (D-MO),Yea,1:232,2
1,232,On Passage of the Bill S. 815,McConnell (R-KY),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Menendez (D-NJ),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Merkley (D-OR),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Mikulski (D-MD),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Moran (R-KS),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Murkowski (R-AK),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Murphy (D-CT),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Murray (D-WA),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Nelson (D-FL),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Paul (R-KY),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Portman (R-OH),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Pryor (D-AR),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Reed (D-RI),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Reid (D-NV),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Risch (R-ID),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Roberts (R-KS),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Rockefeller (D-WV),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Rubio (R-FL),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Sanders (I-VT),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Schatz (D-HI),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Schumer (D-NY),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Scott (R-SC),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Sessions (R-AL),Not Voting,1:232,0
1,232,On Passage of the Bill S. 815,Shaheen (D-NH),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Shelby (R-AL),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Stabenow (D-MI),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Tester (D-MT),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Thune (R-SD),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Toomey (R-PA),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Udall (D-CO),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Udall (D-NM),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Vitter (R-LA),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Warner (D-VA),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Warren (D-MA),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Whitehouse (D-RI),Yea,1:232,2
1,232,On Passage of the Bill S. 815,Wicker (R-MS),Nay,1:232,1
1,232,On Passage of the Bill S. 815,Wyden (D-OR),Yea,1:232,2
1,168,On Passage of the Bill S. 744,Alexander (R-TN),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Ayotte (R-NH),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Baldwin (D-WI),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Barrasso (R-WY),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Baucus (D-MT),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Begich (D-AK),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Bennet (D-CO),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Blumenthal (D-CT),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Blunt (R-MO),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Boozman (R-AR),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Boxer (D-CA),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Brown (D-OH),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Burr (R-NC),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Cantwell (D-WA),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Cardin (D-MD),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Carper (D-DE),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Casey (D-PA),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Chambliss (R-GA),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Chiesa (R-NJ),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Coats (R-IN),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Coburn (R-OK),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Cochran (R-MS),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Collins (R-ME),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Coons (D-DE),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Corker (R-TN),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Cornyn (R-TX),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Cowan (D-MA),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Crapo (R-ID),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Cruz (R-TX),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Donnelly (D-IN),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Durbin (D-IL),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Enzi (R-WY),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Feinstein (D-CA),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Fischer (R-NE),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Flake (R-AZ),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Franken (D-MN),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Gillibrand (D-NY),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Graham (R-SC),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Grassley (R-IA),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Hagan (D-NC),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Harkin (D-IA),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Hatch (R-UT),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Heinrich (D-NM),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Heitkamp (D-ND),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Heller (R-NV),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Hirono (D-HI),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Hoeven (R-ND),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Inhofe (R-OK),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Isakson (R-GA),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Johanns (R-NE),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Johnson (D-SD),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Johnson (R-WI),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Kaine (D-VA),Yea,1:168,2
1,168,On Passage of the Bill S. 744,King (I-ME),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Kirk (R-IL),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Klobuchar (D-MN),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Landrieu (D-LA),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Leahy (D-VT),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Lee (R-UT),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Levin (D-MI),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Manchin (D-WV),Yea,1:168,2
1,168,On Passage of the Bill S. 744,McCain (R-AZ),Yea,1:168,2
1,168,On Passage of the Bill S. 744,McCaskill (D-MO),Yea,1:168,2
1,168,On Passage of the Bill S. 744,McConnell (R-KY),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Menendez (D-NJ),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Merkley (D-OR),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Mikulski (D-MD),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Moran (R-KS),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Murkowski (R-AK),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Murphy (D-CT),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Murray (D-WA),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Nelson (D-FL),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Paul (R-KY),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Portman (R-OH),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Pryor (D-AR),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Reed (D-RI),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Reid (D-NV),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Risch (R-ID),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Roberts (R-KS),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Rockefeller (D-WV),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Rubio (R-FL),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Sanders (I-VT),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Schatz (D-HI),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Schumer (D-NY),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Scott (R-SC),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Sessions (R-AL),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Shaheen (D-NH),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Shelby (R-AL),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Stabenow (D-MI),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Tester (D-MT),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Thune (R-SD),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Toomey (R-PA),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Udall (D-CO),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Udall (D-NM),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Vitter (R-LA),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Warner (D-VA),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Warren (D-MA),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Whitehouse (D-RI),Yea,1:168,2
1,168,On Passage of the Bill S. 744,Wicker (R-MS),Nay,1:168,1
1,168,On Passage of the Bill S. 744,Wyden (D-OR),Yea,1:168,2
1,113,On Passage of the Bill S. 743,Alexander (R-TN),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Ayotte (R-NH),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Baldwin (D-WI),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Barrasso (R-WY),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Baucus (D-MT),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Begich (D-AK),Not Voting,1:113,0
1,113,On Passage of the Bill S. 743,Bennet (D-CO),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Blumenthal (D-CT),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Blunt (R-MO),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Boozman (R-AR),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Boxer (D-CA),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Brown (D-OH),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Burr (R-NC),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Cantwell (D-WA),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Cardin (D-MD),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Carper (D-DE),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Casey (D-PA),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Chambliss (R-GA),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Coats (R-IN),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Coburn (R-OK),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Cochran (R-MS),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Collins (R-ME),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Coons (D-DE),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Corker (R-TN),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Cornyn (R-TX),Not Voting,1:113,0
1,113,On Passage of the Bill S. 743,Cowan (D-MA),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Crapo (R-ID),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Cruz (R-TX),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Donnelly (D-IN),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Durbin (D-IL),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Enzi (R-WY),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Feinstein (D-CA),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Fischer (R-NE),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Flake (R-AZ),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Franken (D-MN),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Gillibrand (D-NY),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Graham (R-SC),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Grassley (R-IA),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Hagan (D-NC),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Harkin (D-IA),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Hatch (R-UT),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Heinrich (D-NM),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Heitkamp (D-ND),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Heller (R-NV),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Hirono (D-HI),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Hoeven (R-ND),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Inhofe (R-OK),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Isakson (R-GA),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Johanns (R-NE),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Johnson (D-SD),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Johnson (R-WI),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Kaine (D-VA),Yea,1:113,2
1,113,On Passage of the Bill S. 743,King (I-ME),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Kirk (R-IL),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Klobuchar (D-MN),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Landrieu (D-LA),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Lautenberg (D-NJ),Not Voting,1:113,0
1,113,On Passage of the Bill S. 743,Leahy (D-VT),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Lee (R-UT),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Levin (D-MI),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Manchin (D-WV),Yea,1:113,2
1,113,On Passage of the Bill S. 743,McCain (R-AZ),Yea,1:113,2
1,113,On Passage of the Bill S. 743,McCaskill (D-MO),Yea,1:113,2
1,113,On Passage of the Bill S. 743,McConnell (R-KY),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Menendez (D-NJ),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Merkley (D-OR),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Mikulski (D-MD),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Moran (R-KS),Not Voting,1:113,0
1,113,On Passage of the Bill S. 743,Murkowski (R-AK),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Murphy (D-CT),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Murray (D-WA),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Nelson (D-FL),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Paul (R-KY),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Portman (R-OH),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Pryor (D-AR),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Reed (D-RI),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Reid (D-NV),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Risch (R-ID),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Roberts (R-KS),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Rockefeller (D-WV),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Rubio (R-FL),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Sanders (I-VT),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Schatz (D-HI),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Schumer (D-NY),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Scott (R-SC),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Sessions (R-AL),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Shaheen (D-NH),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Shelby (R-AL),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Stabenow (D-MI),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Tester (D-MT),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Thune (R-SD),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Toomey (R-PA),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Udall (D-CO),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Udall (D-NM),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Vitter (R-LA),Nay,1:113,1
1,113,On Passage of the Bill S. 743,Warner (D-VA),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Warren (D-MA),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Whitehouse (D-RI),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Wicker (R-MS),Yea,1:113,2
1,113,On Passage of the Bill S. 743,Wyden (D-OR),Nay,1:113,1
1,124,On Passage of the Bill S. 601,Alexander (R-TN),Yea,1:124,2
