session,vote_number,vote_question_text,member_full,vote_cast,vote_id,numerical_vote
1,124,On Passage of the Bill S. 601,Ayotte (R-NH),Nay,1:124,1
1,124,On Passage of the Bill S. 601,Baldwin (D-WI),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Barrasso (R-WY),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Baucus (D-MT),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Begich (D-AK),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Bennet (D-CO),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Blumenthal (D-CT),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Blunt (R-MO),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Boozman (R-AR),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Boxer (D-CA),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Brown (D-OH),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Burr (R-NC),Nay,1:124,1
1,124,On Passage of the Bill S. 601,Cantwell (D-WA),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Cardin (D-MD),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Carper (D-DE),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Casey (D-PA),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Chambliss (R-GA),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Coats (R-IN),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Coburn (R-OK),Nay,1:124,1
1,124,On Passage of the Bill S. 601,Cochran (R-MS),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Collins (R-ME),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Coons (D-DE),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Corker (R-TN),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Cornyn (R-TX),Nay,1:124,1
1,124,On Passage of the Bill S. 601,Cowan (D-MA),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Crapo (R-ID),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Cruz (R-TX),Nay,1:124,1
1,124,On Passage of the Bill S. 601,Donnelly (D-IN),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Durbin (D-IL),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Enzi (R-WY),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Feinstein (D-CA),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Fischer (R-NE),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Flake (R-AZ),Nay,1:124,1
1,124,On Passage of the Bill S. 601,Franken (D-MN),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Gillibrand (D-NY),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Graham (R-SC),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Grassley (R-IA),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Hagan (D-NC),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Harkin (D-IA),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Hatch (R-UT),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Heinrich (D-NM),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Heitkamp (D-ND),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Heller (R-NV),Nay,1:124,1
1,124,On Passage of the Bill S. 601,Hirono (D-HI),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Hoeven (R-ND),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Inhofe (R-OK),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Isakson (R-GA),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Johanns (R-NE),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Johnson (D-SD),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Johnson (R-WI),Nay,1:124,1
1,124,On Passage of the Bill S. 601,Kaine (D-VA),Yea,1:124,2
1,124,On Passage of the Bill S. 601,King (I-ME),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Kirk (R-IL),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Klobuchar (D-MN),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Landrieu (D-LA),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Lautenberg (D-NJ),Not Voting,1:124,0
1,124,On Passage of the Bill S. 601,Leahy (D-VT),Nay,1:124,1
1,124,On Passage of the Bill S. 601,Lee (R-UT),Nay,1:124,1
1,124,On Passage of the Bill S. 601,Levin (D-MI),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Manchin (D-WV),Yea,1:124,2
1,124,On Passage of the Bill S. 601,McCain (R-AZ),Nay,1:124,1
1,124,On Passage of the Bill S. 601,McCaskill (D-MO),Yea,1:124,2
1,124,On Passage of the Bill S. 601,McConnell (R-KY),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Menendez (D-NJ),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Merkley (D-OR),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Mikulski (D-MD),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Moran (R-KS),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Murkowski (R-AK),Not Voting,1:124,0
1,124,On Passage of the Bill S. 601,Murphy (D-CT),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Murray (D-WA),Not Voting,1:124,0
1,124,On Passage of the Bill S. 601,Nelson (D-FL),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Paul (R-KY),Nay,1:124,1
1,124,On Passage of the Bill S. 601,Portman (R-OH),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Pryor (D-AR),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Reed (D-RI),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Reid (D-NV),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Risch (R-ID),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Roberts (R-KS),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Rockefeller (D-WV),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Rubio (R-FL),Nay,1:124,1
1,124,On Passage of the Bill S. 601,Sanders (I-VT),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Schatz (D-HI),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Schumer (D-NY),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Scott (R-SC),Nay,1:124,1
1,124,On Passage of the Bill S. 601,Sessions (R-AL),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Shaheen (D-NH),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Shelby (R-AL),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Stabenow (D-MI),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Tester (D-MT),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Thune (R-SD),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Toomey (R-PA),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Udall (D-CO),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Udall (D-NM),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Vitter (R-LA),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Warner (D-VA),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Warren (D-MA),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Whitehouse (D-RI),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Wicker (R-MS),Yea,1:124,2
1,124,On Passage of the Bill S. 601,Wyden (D-OR),Yea,1:124,2
1,19,On Passage of the Bill S. 47,Alexander (R-TN),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Ayotte (R-NH),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Baldwin (D-WI),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Barrasso (R-WY),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Baucus (D-MT),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Begich (D-AK),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Bennet (D-CO),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Blumenthal (D-CT),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Blunt (R-MO),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Boozman (R-AR),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Boxer (D-CA),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Brown (D-OH),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Burr (R-NC),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Cantwell (D-WA),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Cardin (D-MD),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Carper (D-DE),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Casey (D-PA),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Chambliss (R-GA),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Coats (R-IN),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Coburn (R-OK),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Cochran (R-MS),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Collins (R-ME),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Coons (D-DE),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Corker (R-TN),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Cornyn (R-TX),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Cowan (D-MA),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Crapo (R-ID),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Cruz (R-TX),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Donnelly (D-IN),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Durbin (D-IL),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Enzi (R-WY),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Feinstein (D-CA),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Fischer (R-NE),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Flake (R-AZ),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Franken (D-MN),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Gillibrand (D-NY),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Graham (R-SC),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Grassley (R-IA),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Hagan (D-NC),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Harkin (D-IA),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Hatch (R-UT),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Heinrich (D-NM),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Heitkamp (D-ND),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Heller (R-NV),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Hirono (D-HI),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Hoeven (R-ND),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Inhofe (R-OK),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Isakson (R-GA),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Johanns (R-NE),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Johnson (D-SD),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Johnson (R-WI),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Kaine (D-VA),Yea,1:19,2
1,19,On Passage of the Bill S. 47,King (I-ME),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Kirk (R-IL),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Klobuchar (D-MN),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Landrieu (D-LA),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Lautenberg (D-NJ),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Leahy (D-VT),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Lee (R-UT),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Levin (D-MI),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Manchin (D-WV),Yea,1:19,2
1,19,On Passage of the Bill S. 47,McCain (R-AZ),Yea,1:19,2
1,19,On Passage of the Bill S. 47,McCaskill (D-MO),Yea,1:19,2
1,19,On Passage of the Bill S. 47,McConnell (R-KY),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Menendez (D-NJ),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Merkley (D-OR),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Mikulski (D-MD),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Moran (R-KS),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Murkowski (R-AK),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Murphy (D-CT),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Murray (D-WA),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Nelson (D-FL),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Paul (R-KY),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Portman (R-OH),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Pryor (D-AR),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Reed (D-RI),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Reid (D-NV),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Risch (R-ID),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Roberts (R-KS),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Rockefeller (D-WV),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Rubio (R-FL),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Sanders (I-VT),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Schatz (D-HI),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Schumer (D-NY),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Scott (R-SC),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Sessions (R-AL),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Shaheen (D-NH),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Shelby (R-AL),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Stabenow (D-MI),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Tester (D-MT),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Thune (R-SD),Nay,1:19,1
1,19,On Passage of the Bill S. 47,Toomey (R-PA),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Udall (D-CO),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Udall (D-NM),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Vitter (R-LA),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Warner (D-VA),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Warren (D-MA),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Whitehouse (D-RI),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Wicker (R-MS),Yea,1:19,2
1,19,On Passage of the Bill S. 47,Wyden (D-OR),Yea,1:19,2
2,280,On Passage of the Bill S. 2280,Alexander (R-TN),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Ayotte (R-NH),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Baldwin (D-WI),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Barrasso (R-WY),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Begich (D-AK),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Bennet (D-CO),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Blumenthal (D-CT),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Blunt (R-MO),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Booker (D-NJ),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Boozman (R-AR),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Boxer (D-CA),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Brown (D-OH),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Burr (R-NC),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Cantwell (D-WA),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Cardin (D-MD),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Carper (D-DE),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Casey (D-PA),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Chambliss (R-GA),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Coats (R-IN),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Coburn (R-OK),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Cochran (R-MS),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Collins (R-ME),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Coons (D-DE),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Corker (R-TN),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Cornyn (R-TX),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Crapo (R-ID),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Cruz (R-TX),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Donnelly (D-IN),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Durbin (D-IL),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Enzi (R-WY),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Feinstein (D-CA),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Fischer (R-NE),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Flake (R-AZ),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Franken (D-MN),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Gillibrand (D-NY),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Graham (R-SC),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Grassley (R-IA),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Hagan (D-NC),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Harkin (D-IA),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Hatch (R-UT),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Heinrich (D-NM),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Heitkamp (D-ND),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Heller (R-NV),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Hirono (D-HI),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Hoeven (R-ND),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Inhofe (R-OK),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Isakson (R-GA),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Johanns (R-NE),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Johnson (D-SD),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Johnson (R-WI),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Kaine (D-VA),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,King (I-ME),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Kirk (R-IL),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Klobuchar (D-MN),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Landrieu (D-LA),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Leahy (D-VT),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Lee (R-UT),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Levin (D-MI),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Manchin (D-WV),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Markey (D-MA),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,McCain (R-AZ),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,McCaskill (D-MO),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,McConnell (R-KY),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Menendez (D-NJ),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Merkley (D-OR),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Mikulski (D-MD),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Moran (R-KS),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Murkowski (R-AK),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Murphy (D-CT),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Murray (D-WA),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Nelson (D-FL),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Paul (R-KY),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Portman (R-OH),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Pryor (D-AR),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Reed (D-RI),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Reid (D-NV),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Risch (R-ID),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Roberts (R-KS),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Rockefeller (D-WV),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Rubio (R-FL),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Sanders (I-VT),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Schatz (D-HI),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Schumer (D-NY),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Scott (R-SC),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Sessions (R-AL),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Shaheen (D-NH),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Shelby (R-AL),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Stabenow (D-MI),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Tester (D-MT),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Thune (R-SD),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Toomey (R-PA),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Udall (D-CO),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Udall (D-NM),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Vitter (R-LA),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Walsh (D-MT),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Warner (D-VA),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Warren (D-MA),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Whitehouse (D-RI),Nay,2:280,1
2,280,On Passage of the Bill S. 2280,Wicker (R-MS),Yea,2:280,2
2,280,On Passage of the Bill S. 2280,Wyden (D-OR),Nay,2:280,1
2,231,On Passage of the Bill S. 2244,Alexander (R-TN),Not Voting,2:231,0
2,231,On Passage of the Bill S. 2244,Ayotte (R-NH),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Baldwin (D-WI),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Barrasso (R-WY),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Begich (D-AK),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Bennet (D-CO),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Blumenthal (D-CT),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Blunt (R-MO),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Booker (D-NJ),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Boozman (R-AR),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Boxer (D-CA),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Brown (D-OH),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Burr (R-NC),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Cantwell (D-WA),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Cardin (D-MD),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Carper (D-DE),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Casey (D-PA),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Chambliss (R-GA),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Coats (R-IN),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Coburn (R-OK),Nay,2:231,1
2,231,On Passage of the Bill S. 2244,Cochran (R-MS),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Collins (R-ME),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Coons (D-DE),Not Voting,2:231,0
2,231,On Passage of the Bill S. 2244,Corker (R-TN),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Cornyn (R-TX),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Crapo (R-ID),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Cruz (R-TX),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Donnelly (D-IN),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Durbin (D-IL),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Enzi (R-WY),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Feinstein (D-CA),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Fischer (R-NE),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Flake (R-AZ),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Franken (D-MN),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Gillibrand (D-NY),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Graham (R-SC),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Grassley (R-IA),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Hagan (D-NC),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Harkin (D-IA),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Hatch (R-UT),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Heinrich (D-NM),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Heitkamp (D-ND),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Heller (R-NV),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Hirono (D-HI),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Hoeven (R-ND),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Inhofe (R-OK),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Isakson (R-GA),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Johanns (R-NE),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Johnson (D-SD),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Johnson (R-WI),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Kaine (D-VA),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,King (I-ME),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Kirk (R-IL),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Klobuchar (D-MN),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Landrieu (D-LA),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Leahy (D-VT),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Lee (R-UT),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Levin (D-MI),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Manchin (D-WV),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Markey (D-MA),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,McCain (R-AZ),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,McCaskill (D-MO),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,McConnell (R-KY),Yea,2:231,2
